630.0	668.0
740.5	607.0
855.0	592.0
992.0	556.0
1100.5	517.0
1201.0	535.0
943.0	638.0
991.0	799.0
875.0	839.0
937.0	861.0
1003.0	857.0
1054.0	837.0
1086.0	797.0
694.0	696.0
730.0	666.0
808.0	640.0
851.0	659.0
810.0	663.0
735.0	686.0
1020.0	616.0
1052.0	579.0
1129.0	570.0
1166.0	587.0
1134.0	593.0
1057.0	607.0
884.0	1045.0
904.0	978.0
968.0	929.0
1004.0	925.0
1040.0	913.0
1099.0	928.0
1137.0	995.0
1134.0	1052.0
1100.0	1104.0
1045.0	1131.0
973.0	1135.0
918.0	1101.0
