889.7	750.8
996.4	796.0
1031.9	870.3
1209.7	1061.0
1296.9	1125.7
1348.6	1193.5
1073.9	993.1
899.4	1151.5
831.6	1135.3
841.3	1187.1
860.6	1212.9
896.2	1229.1
938.2	1251.7
912.4	802.5
970.5	828.3
1012.5	876.8
996.4	922.0
964.1	915.6
915.6	860.6
1148.3	1067.5
1222.6	1112.7
1284.0	1183.8
1284.0	1219.4
1219.4	1216.1
1158.0	1154.7
702.3	1148.3
741.1	1196.8
776.6	1225.8
802.5	1274.3
847.7	1290.5
880.0	1338.9
909.1	1381.0
838.0	1355.1
770.2	1319.6
744.3	1290.5
724.9	1251.7
718.4	1209.7
