407.2	511.4
503.0	486.4
661.4	478.0
982.2	459.3
1200.9	419.7
1353.0	448.9
840.5	623.9
808.0	857.0
705.1	1023.8
796.8	994.7
903.0	975.9
963.4	971.7
1021.7	973.8
498.9	757.2
567.6	642.6
640.5	653.0
721.8	703.0
667.6	769.7
569.7	790.5
1032.2	690.5
1075.9	609.3
1203.0	600.9
1275.9	678.0
1208.0	712.0
1139.0	718.0
680.0	1319.0
719.0	1231.0
778.0	1169.0
855.0	1163.0
950.0	1153.0
1044.0	1198.0
1122.0	1267.0
1039.0	1281.0
942.0	1276.0
859.0	1275.0
801.0	1284.0
735.0	1309.0
