621.0	747.0
722.3	766.8
786.5	784.0
986.6	786.5
1048.3	781.6
1139.7	756.9
926.0	827.0
934.7	1063.2
847.0	1051.0
880.0	1078.0
923.0	1092.0
960.0	1077.0
990.0	1049.0
676.0	827.0
715.0	816.0
754.0	816.0
790.0	821.0
755.0	836.0
714.0	837.0
1017.0	816.0
1045.0	808.0
1082.0	803.0
1121.0	805.0
1089.0	821.0
1053.0	825.0
756.9	1179.3
828.5	1191.6
863.1	1191.6
922.4	1189.2
949.5	1189.2
991.5	1189.2
1040.9	1194.1
1003.9	1196.6
961.9	1196.6
915.0	1196.6
868.0	1196.6
808.7	1196.6
